id,name,genres_first,has_remaster,target,age_classif,games_developed,has_parents,games_published,continent_name,onlinecoop,onlinecoopmax,onlinemax,splitscreen,classic_console,less_common_portable_console,mobile,modern_console,others,pc,portable_console,unknown_platforms_name,vr,battle_royale,co_operative,massively_multiplayer_online_mmo,multiplayer,single_player,split_screen,unknown_game_mode,auditory,bird_view_slash_isometric,first_person,side_view,text,third_person,unknown_player_perspectives,virtual_reality,has_global_launch
121763,Syberia: The World Before,adventure,0,1,16+,2.0,0.0,1.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
121791,Dwerve,strategy,0,0,12+,1.0,0.0,1.0,Unknown,,,,,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
121912,Knights of Messiah,role-playing-rpg,0,0,No Rating,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
121998,Medieval Dynasty,role-playing-rpg,0,1,16+,2.0,0.0,-1.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1
122124,Homeworld Mobile,strategy,0,0,10+,-1.0,1.0,40.0,North America,,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
122133,Not for Broadcast,simulator,0,1,18+,4.0,0.0,116.0,North America,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
122343,Itorah,role-playing-rpg,0,0,12+,2.0,0.0,-1.0,Europe,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
122386,Infernax,arcade,0,1,18+,-1.0,0.0,9.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
122666,Teardown,strategy,0,1,12+,3.0,1.0,2.0,Europe,0.0,,,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
122927,Path of Titans,role-playing-rpg,0,1,12+,1.0,0.0,1.0,Unknown,0.0,,200.0,0.0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1
123269,Coromon,turn-based-strategy-tbs,0,1,12+,1.0,0.0,-1.0,Unknown,,,,,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
123275,Mirages of Winter,adventure,0,0,3+,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
123689,Bloody Spell,role-playing-rpg,0,0,No Rating,1.0,0.0,1.0,Asia,1.0,3.0,3.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
123970,Wigmund,role-playing-rpg,0,0,No Rating,1.0,0.0,1.0,Unknown,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
124772,Unsouled,indie,0,0,18+,1.0,0.0,115.0,Europe,0.0,,,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
125048,Gordian Quest,turn-based-strategy-tbs,0,1,12+,3.0,0.0,3.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
125170,Faith: Chapter III,adventure,0,0,No Rating,11.0,0.0,7.0,Unknown,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
125624,Grounded,role-playing-rpg,0,1,16+,-1.0,1.0,131.0,North America,1.0,4.0,4.0,0.0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1
125758,Eternal Edge +,role-playing-rpg,0,0,No Rating,1.0,0.0,1.0,Unknown,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
126237,Dark Light,adventure,0,0,12+,-1.0,0.0,21.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
126398,Star Alliance,role-playing-rpg,0,1,No Rating,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
126568,Arcadia Fallen,role-playing-rpg,0,0,15+,2.0,0.0,2.0,Europe,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
126569,Ashland Dossier,simulator,0,0,15+,,,,,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
126619,Wild Terra 2: New Lands,role-playing-rpg,0,0,No Rating,2.0,0.0,1.0,Europe,,,,,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
126702,Cahertis,strategy,0,0,No Rating,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
126762,Tales of Tomorrow: Experiment,simulator,0,0,No Rating,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
126798,Project Apocalypse,strategy,0,0,No Rating,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
126930,Every Day's Different,simulator,0,0,No Rating,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
127213,Super Rhythm Duel,role-playing-rpg,0,0,No Rating,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
127247,Ephemeral Tale,turn-based-strategy-tbs,0,0,No Rating,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
127546,Mortal Online 2,role-playing-rpg,0,1,18+,4.0,0.0,4.0,Europe,,,,,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
127603,How to Build a Magnificent Kingdom,strategy,0,0,No Rating,1.0,0.0,110.0,Unknown,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
127617,Vault of the Void,card-and-board-game,0,0,No Rating,1.0,0.0,1.0,Unknown,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
127685,For the Warp,card-and-board-game,0,1,6+,3.0,0.0,3.0,Europe,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
127749,Bunny Park,strategy,0,1,3+,2.0,0.0,2.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
127872,Animal Warfare Battle Simulator,strategy,0,0,No Rating,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
128167,Deadness,adventure,0,0,No Rating,1.0,0.0,1.0,Unknown,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
128944,4th Generation Warfare,turn-based-strategy-tbs,0,1,No Rating,12.0,0.0,8.0,Europe,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
129117,Race! Make 'm finish...,racing,0,0,No Rating,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
129701,Climber: Sky is the Limit,sport,0,0,3+,13.0,0.0,19.0,Europe,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
129724,Sable's Grimoire: A Dragon's Treasure,visual-novel,0,1,18+,9.0,0.0,7.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
129971,Monster Showdown,arcade,0,0,No Rating,1.0,0.0,-1.0,Asia,,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
129983,Labyrinth: The War on Terror,strategy,0,1,No Rating,3.0,0.0,2.0,North America,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
130126,Skinwalker Hunt,adventure,0,0,No Rating,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
130216,Hardspace: Shipbreaker,simulator,0,1,12+,7.0,0.0,1.0,North America,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
130243,Retrowave,racing,0,1,No Rating,53.0,0.0,53.0,Unknown,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
131324,Paint Warfare,shooter,0,0,No Rating,-1.0,0.0,2.0,Europe,,,,,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1
131845,A Monster's Expedition,strategy,0,1,12+,8.0,0.0,11.0,Europe,,,,,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
131957,Beyond the Wire,strategy,0,0,No Rating,1.0,0.0,-1.0,Unknown,0.0,,,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
132058,Rogue Legacy 2,role-playing-rpg,0,1,12+,5.0,0.0,4.0,North America,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
132099,Heaven Burns Red,visual-novel,0,0,12+,5.0,0.0,1.0,Asia,,,,,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0
132584,Final Upgrade,strategy,0,1,No Rating,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
132955,Zerograve,indie,0,0,No Rating,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
133086,Lux Ex: Legacy,shooter,0,0,No Rating,4.0,0.0,5.0,Unknown,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
133227,Patrick's Parabox,arcade,0,1,3+,4.0,0.0,2.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
133406,Night and Day,visual-novel,0,0,No Rating,9.0,0.0,9.0,Europe,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
133661,Catalyst Black,shooter,0,0,No Rating,4.0,0.0,2.0,Unknown,,,,,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
133814,Spirit Hunter: Death Mark II,visual-novel,0,0,18+,21.0,0.0,15.0,Asia,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
134222,Persona 5 Royal: Launch Edition,turn-based-strategy-tbs,0,0,18+,211.0,1.0,364.0,Asia,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
134474,The Spirit and the Mouse,adventure,0,0,6+,4.0,0.0,42.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
134602,Bugsnax,adventure,0,1,12+,4.0,0.0,4.0,North America,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
135113,Lonn,adventure,0,0,No Rating,1.0,0.0,-1.0,Unknown,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
135309,Takkoman,adventure,0,0,No Rating,9.0,0.0,5.0,Asia,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
135622,Desktop Goose,unknown_genres_name,0,0,No Rating,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
135929,Apico,role-playing-rpg,0,0,3+,3.0,0.0,2.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
135998,"Warhammer 40,000: Darktide",shooter,0,1,18+,22.0,0.0,16.0,Europe,1.0,4.0,,0.0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1
136194,Heroland: Knowble Edition,strategy,0,0,12+,2.0,1.0,138.0,North America,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
136525,Butterfly's Poison: Blood Chains,visual-novel,0,0,18+,2.0,1.0,71.0,Asia,,,,,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
136665,Parallel,role-playing-rpg,0,0,6+,2.0,0.0,2.0,Unknown,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
136772,Bear & Breakfast,strategy,0,1,15+,1.0,0.0,-1.0,Europe,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
137111,Lemon Cake,strategy,0,0,3+,2.0,0.0,2.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
137340,Road-Frog,arcade,0,0,No Rating,76.0,1.0,182.0,Europe,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
137700,Dead by Daylight Mobile,strategy,0,0,18+,88.0,0.0,37.0,North America,,,,,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
137967,sQuiz,quiz-trivia,0,0,No Rating,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
138353,Postal: Brain Damaged,arcade,0,1,18+,6.0,0.0,15.0,Europe,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
138590,PowerWash Simulator,simulator,0,1,3+,24.0,0.0,14.0,Europe,1.0,2.0,6.0,0.0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
138624,Fort Golf,indie,0,0,No Rating,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
138884,You Suck at Parking,arcade,0,1,3+,3.0,0.0,2.0,Unknown,0.0,,8.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
138933,Five Nights at Freddy's: Security Breach,strategy,0,1,15+,-1.0,0.0,-1.0,Asia,,,,,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
139114,Quantum Maki,role-playing-rpg,0,0,No Rating,4.0,0.0,3.0,Unknown,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
139130,Leap of Faith,visual-novel,0,0,18+,2.0,0.0,2.0,Unknown,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
139339,Dealer's Life 2,simulator,0,0,12+,3.0,0.0,3.0,Unknown,,,,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
139458,Webbed,adventure,0,1,3+,3.0,0.0,2.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
140107,Accidental Woman,role-playing-rpg,0,0,No Rating,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
140632,Loopers,visual-novel,0,0,18+,2.0,1.0,71.0,Asia,,,,,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
140633,Lunaria: Virtualized Moonchild,visual-novel,0,0,12+,62.0,1.0,13.0,Asia,,,,,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
140634,Stella of the End,visual-novel,0,0,No Rating,62.0,1.0,13.0,Asia,,,,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
140822,Raptor Boyfriend: A High School Romance,visual-novel,0,0,18+,3.0,0.0,2.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
141536,Century: Age of Ashes,adventure,0,1,12+,-1.0,0.0,-1.0,Unknown,1.0,,,0.0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
141538,The Callisto Protocol,shooter,0,1,18+,3.0,0.0,13.0,Asia,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
141833,The Legend of Heroes: Trails Through Daybreak,turn-based-strategy-tbs,0,0,16+,173.0,0.0,141.0,Asia,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
142251,No Place Like Home,role-playing-rpg,0,1,10+,-1.0,0.0,1.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
142558,Bossgame: The Final Boss is My Heart,arcade,0,0,No Rating,1.0,0.0,1.0,North America,,,,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
142663,Home Behind 2,strategy,0,0,No Rating,1.0,0.0,1.0,Unknown,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
142941,Potion Craft,role-playing-rpg,0,1,15+,4.0,0.0,116.0,North America,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
143071,Idoly Pride,arcade,0,0,No Rating,3.0,1.0,1.0,Asia,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
143276,Cats and the Other Lives,adventure,0,0,18+,2.0,1.0,-1.0,Asia,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
143376,Skull's Impossible Quest,adventure,0,0,No Rating,3.0,0.0,3.0,Unknown,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
143427,Decisive Campaigns: Ardennes Offensive,strategy,0,0,No Rating,1.0,1.0,106.0,Europe,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
143612,Neon White,shooter,0,1,15+,1.0,0.0,55.0,North America,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
143725,Epic Battle Fantasy: Adventure Story,hack-and-slash-beat-em-up,0,0,No Rating,11.0,0.0,8.0,Unknown,,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
143798,Weed Shop 3,simulator,0,0,No Rating,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
143981,Destiny of the World,strategy,0,0,No Rating,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
144594,Frozenheim,strategy,0,0,No Rating,6.0,0.0,15.0,Europe,,,,,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
144669,Line War,tactical,0,0,No Rating,1.0,0.0,1.0,Unknown,,,,,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
144724,Sephonie,adventure,0,0,12+,13.0,0.0,249.0,Europe,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
145184,Tavern Tales: Tabletop Adventures,card-and-board-game,0,0,No Rating,1.0,0.0,1.0,Unknown,1.0,9.0,9.0,0.0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1
145278,Arcade Spirits: The New Challengers,arcade,0,0,15+,1.0,0.0,115.0,Europe,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
145422,Rail Route,strategy,0,0,No Rating,3.0,0.0,3.0,Unknown,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
145796,Lil Gator Game,adventure,0,1,3+,-1.0,1.0,12.0,Europe,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
145907,Ensemble Stars!! Music,visual-novel,0,0,12+,5.0,0.0,2.0,Unknown,1.0,5.0,,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
146723,Frayhem,strategy,0,0,10+,1.0,0.0,1.0,Unknown,0.0,3.0,,0.0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
147206,Klondike Solitaire Collection,card-and-board-game,0,0,3+,6.0,0.0,6.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
147211,Terror-Daktil 4D,shooter,0,0,No Rating,11.0,0.0,55.0,Unknown,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
147323,The Awakening of Mummies,card-and-board-game,0,0,6+,1.0,0.0,28.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
147362,Slayer Cat,adventure,0,0,No Rating,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
147483,Firelight Fantasy: Force Energy,role-playing-rpg,0,0,No Rating,12.0,0.0,13.0,Europe,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
147652,Dungeonoid,arcade,0,0,10+,21.0,0.0,28.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1
148324,FreeCell Solitaire Collection,card-and-board-game,0,0,3+,6.0,0.0,6.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
148496,Tor Eternum,role-playing-rpg,0,0,No Rating,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
148645,Retreat to Enen,simulator,0,0,6+,2.0,0.0,90.0,North America,,,,,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1
148926,Cooking Simulator VR,simulator,0,0,All Ages,2.0,0.0,-1.0,Unknown,,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
149122,Acolyte,strategy,0,0,No Rating,3.0,0.0,1.0,Unknown,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
149166,Racing Outlaws,strategy,0,0,No Rating,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
150102,Nilspace,turn-based-strategy-tbs,0,0,No Rating,1.0,0.0,1.0,Unknown,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
150132,Fast & Furious: Spy Racers Rise of Sh1ft3r,racing,0,0,3+,6.0,0.0,-1.0,Unknown,,,,,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1
150168,Lost Epic,indie,0,0,16+,3.0,1.0,2.0,Asia,1.0,,,0.0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1
150348,The Choice of Life: Middle Ages 2,strategy,0,0,15+,5.0,0.0,3.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
150462,Lost in Play,adventure,0,1,15+,1.0,0.0,-1.0,Asia,,,,,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
150795,Boney's Research on Humans!,indie,0,0,No Rating,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
150798,Seven Dunes: Curse on the Golden Sand,role-playing-rpg,0,0,No Rating,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
150972,The Lost and The Wicked,arcade,0,0,18+,,,,,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
150976,Command & Control 3,strategy,0,0,No Rating,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
151023,Harlow,arcade,0,0,3+,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
151127,Unlife,adventure,0,0,16+,6.0,0.0,2.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
151143,Kredolis,adventure,0,0,No Rating,1.0,0.0,1.0,Unknown,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
151325,Synthetic Lover,visual-novel,0,0,18+,2.0,0.0,2.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
151353,PlateUp!,strategy,0,1,6+,-1.0,0.0,4.0,Unknown,1.0,4.0,,0.0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
151765,DarkBlood Reborn,strategy,0,0,All Ages,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
151770,Online Sparkler,simulator,0,0,No Rating,1.0,0.0,1.0,Unknown,,,,,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
151808,Sushi Alone,role-playing-rpg,0,0,No Rating,4.0,0.0,2.0,Unknown,,,,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
151817,Whitewater Wipeout,arcade,0,0,No Rating,3.0,0.0,-1.0,Unknown,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
151957,Crankin's Time Travel Adventure,puzzle,0,0,No Rating,4.0,0.0,34.0,North America,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
151961,Boogie Loops,music,0,0,No Rating,1.0,0.0,-1.0,Unknown,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
