id,name,genres_first,has_remaster,target,age_classif,games_developed,has_parents,games_published,continent_name,onlinecoop,onlinecoopmax,onlinemax,splitscreen,classic_console,less_common_portable_console,mobile,modern_console,others,pc,portable_console,unknown_platforms_name,vr,battle_royale,co_operative,massively_multiplayer_online_mmo,multiplayer,single_player,split_screen,unknown_game_mode,auditory,bird_view_slash_isometric,first_person,side_view,text,third_person,unknown_player_perspectives,virtual_reality,has_global_launch
34148,Life is Hard,strategy,0,1,No Rating,-1.0,0.0,2.0,Unknown,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
34504,Alice's Mom's Rescue,adventure,0,0,No Rating,3.0,0.0,3.0,Unknown,,,,,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
36476,Hellpoint,role-playing-rpg,0,1,18+,4.0,0.0,116.0,North America,1.0,2.0,2.0,1.0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0
36646,GTFO,shooter,0,1,18+,3.0,0.0,3.0,Europe,1.0,4.0,4.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
36850,VirtuaVerse,adventure,0,1,18+,-1.0,0.0,1.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
37057,Griftlands,card-and-board-game,0,1,15+,2.0,0.0,5.0,North America,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
37126,Anstoss,sport,0,0,No Rating,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
40761,Mind Maze,strategy,0,1,All Ages,6.0,0.0,4.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
41061,Death End Re;Quest,role-playing-rpg,0,1,18+,69.0,0.0,368.0,Asia,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
41958,Castle of no Escape,arcade,0,1,3+,7.0,0.0,17.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
55163,Resident Evil Village,shooter,0,1,18+,12.0,1.0,-1.0,Asia,,,,,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
56729,8-Bit Farm,strategy,0,0,3+,77.0,0.0,75.0,Asia,,,,,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
57466,Pocket Harvest,strategy,0,0,3+,77.0,0.0,75.0,Asia,,,,,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
61517,Death Tales,role-playing-rpg,0,0,12+,12.0,1.0,14.0,North America,1.0,2.0,2.0,0.0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
63346,The Sushi Spinnery,strategy,0,0,3+,77.0,0.0,75.0,Asia,,,,,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
63535,Alter Ego: DreamWalker,indie,0,0,No Rating,14.0,0.0,13.0,Europe,,,,,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
65685,Pocket League Story,strategy,0,0,3+,77.0,0.0,75.0,Asia,,,,,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
68285,Mobile Suit Gundam Battle Operation 2,shooter,0,1,12+,21.0,1.0,-1.0,Asia,1.0,6.0,12.0,0.0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
69220,Navy Strike,strategy,0,0,All Ages,7.0,0.0,61.0,Europe,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
69500,GunboundM,shooter,0,0,No Rating,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
72268,Crazy Chicken: Wanted,arcade,0,0,12+,2.0,0.0,2.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
74692,Boyfriend Dungeon,role-playing-rpg,0,1,15+,8.0,0.0,18.0,North America,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
74956,City Game Studio,strategy,0,1,3+,3.0,0.0,2.0,Europe,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
75505,Berzerk Ball 2,arcade,0,0,No Rating,7.0,0.0,5.0,North America,,,,,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
76040,Himeko Sutori,strategy,0,1,10+,2.0,0.0,2.0,Unknown,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
76255,Ambition: A Minuet in Power,role-playing-rpg,0,0,18+,1.0,0.0,-1.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
78115,The Legend of Heroes: Trails of Cold Steel IV,turn-based-strategy-tbs,0,1,16+,173.0,0.0,141.0,Asia,,,,,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
78465,The Legend of Sword and Fairy 4,turn-based-strategy-tbs,0,0,No Rating,11.0,0.0,11.0,Unknown,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
80010,Xeno Crisis,arcade,0,1,12+,36.0,0.0,256.0,Asia,,,,,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
81128,Puss!,arcade,0,1,12+,1.0,0.0,1.0,Unknown,,,,,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
81680,Mr. Prepper,role-playing-rpg,0,1,15+,-1.0,0.0,42.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
82855,Day R,adventure,0,0,No Rating,-1.0,0.0,2.0,Unknown,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
83504,Wildermyth,turn-based-strategy-tbs,0,1,12+,1.0,0.0,1.0,North America,,,,,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
84205,Shadoworlds,strategy,0,0,No Rating,9.0,0.0,-1.0,Unknown,,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
87252,1001 Jigsaw. Earth Chronicles 4,puzzle,0,0,No Rating,35.0,0.0,-1.0,Europe,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
89134,Mystery Trackers: Paxton Creek Avengers,adventure,0,0,18+,48.0,0.0,533.0,North America,,,,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
89246,Bricks n Balls,puzzle,0,1,All Ages,4.0,0.0,3.0,North America,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
92764,Black Powder | Red Earth,strategy,0,1,No Rating,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
92986,Slam Dunk,sport,0,0,10+,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
93886,Match Puzzle,unknown_genres_name,0,0,No Rating,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
93962,Fight 'N' Jokes,indie,0,0,12+,-1.0,0.0,2.0,Oceania,0.0,,2.0,0.0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1
96500,World of Demons,role-playing-rpg,0,0,No Rating,12.0,0.0,12.0,Unknown,,,,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
97494,Umamusume: Pretty Derby,role-playing-rpg,0,0,3+,2.0,0.0,16.0,Asia,,,,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
101007,Mundaun,adventure,0,1,18+,2.0,0.0,-1.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
101461,Green Hell,strategy,0,1,18+,3.0,0.0,3.0,Unknown,0.0,,,0.0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1
102028,Siege Hero: Pirate Pillage,arcade,0,0,No Rating,3.0,0.0,-1.0,Unknown,,,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
103281,Halo Infinite,shooter,0,1,18+,10.0,0.0,2.0,North America,1.0,4.0,24.0,0.0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
103408,One Hand Clapping,adventure,0,0,6+,2.0,0.0,1.0,North America,,,,,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
103538,Xera: Survival,strategy,0,1,12+,1.0,0.0,1.0,Oceania,0.0,,50.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
104164,Aground,role-playing-rpg,0,1,16+,3.0,0.0,28.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
104568,Project Nightmares Case 36: Henrietta Kedward,adventure,0,1,18+,1.0,0.0,1.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
104679,Maiden & Spell,indie,0,1,10+,-1.0,0.0,21.0,Unknown,1.0,4.0,4.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
105255,Wings of Wor,arcade,0,0,10+,-1.0,0.0,7.0,Unknown,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
105333,Synth Riders,arcade,1,1,12+,3.0,0.0,3.0,North America,1.0,10.0,10.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
105601,Metro Sim Hustle,role-playing-rpg,0,1,No Rating,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
106575,Grand Tactician: The Civil War (1861-1865),strategy,0,0,No Rating,2.0,0.0,2.0,Unknown,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
107178,The Textorcist: The Story of Ray Bibbia,shooter,0,1,18+,3.0,0.0,-1.0,Unknown,,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
107215,SnowRunner,arcade,0,1,3+,60.0,0.0,9.0,North America,,,,,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1
107592,Spin Rhythm,music,0,0,No Rating,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
107715,Prison Simulator,role-playing-rpg,0,0,18+,4.0,0.0,2.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
110415,Thea 2: The Shattering,strategy,0,1,12+,4.0,0.0,1.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
111469,Among Us,strategy,0,1,15+,1.0,0.0,2.0,Unknown,1.0,15.0,15.0,0.0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
113101,Skellboy,role-playing-rpg,0,0,All Ages,8.0,0.0,4.0,North America,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
113112,Hades,indie,0,1,16+,4.0,0.0,97.0,North America,,,,,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
113597,Space Scavenger,arcade,0,0,6+,2.0,0.0,-1.0,Europe,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
115843,Unpacking,simulator,0,1,12+,3.0,0.0,2.0,Unknown,,,,,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
115851,F.I.S.T.: Forged In Shadow Torch,role-playing-rpg,0,1,15+,3.0,0.0,1.0,Asia,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
116590,Tetragon,adventure,0,0,6+,1.0,0.0,-1.0,Unknown,,,,,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
116753,A Short Hike,adventure,0,1,3+,8.0,0.0,4.0,North America,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
117261,Seed of Life,role-playing-rpg,0,0,6+,1.0,0.0,-1.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
117266,Chicory: A Colorful Tale,role-playing-rpg,0,1,10+,2.0,0.0,14.0,North America,0.0,,,0.0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
117312,Embr,strategy,0,0,18+,7.0,0.0,5.0,North America,,,,,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1
117675,Jack Jeanne,visual-novel,0,0,12+,23.0,1.0,45.0,Asia,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
117988,Gnosia,visual-novel,0,1,15+,2.0,0.0,-1.0,Unknown,,,,,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
118193,Toem,adventure,0,1,3+,4.0,0.0,3.0,Europe,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
118600,Killsquad,indie,0,1,15+,10.0,0.0,2.0,Europe,,,,,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1
119217,Hammerting,strategy,0,0,12+,1.0,0.0,1.0,Europe,,,,,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
119360,Undying,strategy,0,0,18+,-1.0,0.0,3.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
119714,Car Mechanic Simulator VR,racing,0,0,All Ages,3.0,1.0,-1.0,Europe,,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
120865,Aritana and the Twin Masks,adventure,0,0,10+,2.0,0.0,2.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
121058,Tarzan VR,simulator,0,0,12+,3.0,0.0,2.0,Unknown,,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
121154,Rogue Glitch,indie,0,0,No Rating,2.0,0.0,-1.0,Unknown,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
121229,Main Assembly,simulator,0,0,No Rating,1.0,0.0,1.0,Unknown,,,,,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1
121567,Papetura,adventure,0,1,6+,1.0,1.0,23.0,Europe,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
121998,Medieval Dynasty,role-playing-rpg,0,1,16+,2.0,0.0,-1.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1
122047,Path of Giants,strategy,0,1,3+,1.0,0.0,1.0,Unknown,,,,,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
122126,Greak: Memories of Azur,role-playing-rpg,0,1,12+,1.0,0.0,-1.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
122132,Black Skylands,role-playing-rpg,0,0,16+,3.0,0.0,-1.0,Europe,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
122365,Legend Bowl,arcade,0,1,15+,2.0,0.0,2.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1
122429,Firestone,role-playing-rpg,0,1,No Rating,1.0,0.0,1.0,Asia,,,,,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
122640,Love Live! School Idol Festival All Stars,music,0,0,No Rating,7.0,0.0,20.0,Asia,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
123054,Super Mecha Champions,role-playing-rpg,0,1,No Rating,49.0,0.0,55.0,Asia,1.0,,,0.0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
123473,Arietta of Spirits,visual-novel,0,0,12+,1.0,0.0,1.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
125040,Billion Beat,indie,0,0,No Rating,2.0,0.0,2.0,Unknown,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
125373,Curse of the Dead Gods,role-playing-rpg,0,1,16+,10.0,0.0,226.0,Europe,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
125591,Gensou Skydrift,arcade,0,1,12+,9.0,0.0,5.0,Asia,0.0,,7.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
125885,Sword of the Necromancer,strategy,0,0,18+,5.0,0.0,1.0,Europe,0.0,,,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
126432,Arboria,role-playing-rpg,0,0,No Rating,2.0,0.0,21.0,Europe,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
126568,Arcadia Fallen,role-playing-rpg,0,0,15+,2.0,0.0,2.0,Europe,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
126982,Foodtruck Arena,arcade,0,0,3+,,,,,,,,,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
127098,Dead Age 2,turn-based-strategy-tbs,0,0,16+,2.0,0.0,10.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
127116,Aikagi,visual-novel,0,0,No Rating,-1.0,0.0,23.0,Unknown,,,,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
127597,Terra Alia,role-playing-rpg,0,0,6+,3.0,0.0,3.0,Unknown,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
127633,Town of Passion,role-playing-rpg,0,0,No Rating,3.0,0.0,1.0,Unknown,,,,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
129108,Hot Brass,strategy,0,0,No Rating,1.0,0.0,-1.0,Unknown,1.0,4.0,,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
129208,Helheim Hassle,adventure,0,0,12+,3.0,0.0,-1.0,Europe,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
129358,Fleeting Iris,role-playing-rpg,0,0,No Rating,1.0,0.0,110.0,Unknown,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
130117,Weed County,role-playing-rpg,0,0,No Rating,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
130499,Sennen Sensou Aigis,strategy,0,0,No Rating,8.0,1.0,21.0,Asia,,,,,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
131707,Adabana Odd Tales,visual-novel,0,0,16+,-1.0,1.0,5.0,Asia,,,,,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
131845,A Monster's Expedition,strategy,0,1,12+,8.0,0.0,11.0,Europe,,,,,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
132005,NieR Re[in]carnation,role-playing-rpg,0,1,No Rating,187.0,0.0,962.0,Asia,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
